question,cypher,type,database,explanation,syntax_error,timeout,returns_results,no_cypher
Which products are supplied by suppliers from Germany?,"MATCH (s:Supplier {country: ""Germany""})-[:SUPPLIES]->(p:Product)
RETURN p.productName AS productName",Complex Aggregation Queries,northwind,"This Cypher query retrieves the names of products that are supplied by suppliers located in Germany. Here's how it works:
1. The `MATCH` clause finds all `Supplier` nodes where the `country` property is ""Germany"".
2. It then follows the `SUPPLIES` relationship to the `Product` nodes.
3. The `RETURN` clause outputs the `productName` property of these `Product` nodes.",False,False,True,False
List the first 3 products from the 'Seafood' category with a unitsOnOrder value above 20.,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Seafood'})
WHERE p.unitsOnOrder > 20
RETURN p.productName, p.unitsOnOrder
ORDER BY p.productName
LIMIT 3",Complex Aggregation Queries,northwind,"This Cypher query retrieves the first 3 products from the 'Seafood' category that have a `unitsOnOrder` value greater than 20. Here's a step-by-step breakdown of the query:

1. `MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Seafood'})`: This part of the query matches all `Product` nodes that are part of the `Category` node with the `categoryName` 'Seafood'.
2. `WHERE p.unitsOnOrder > 20`: This filters the matched products to only include those with a `unitsOnOrder` value greater than 20.
3. `RETURN p.productName, p.unitsOnOrder`: This specifies that the query should return the `productName` and `unitsOnOrder` properties of the filtered products.
4. `ORDER BY p.productName`: This orders the results by the `productName` in ascending order.
5. `LIMIT 3`: This limits the results to the first 3 products.

By following these steps, the query ensures that only the relevant products are retrieved and displayed.",False,False,True,False
List all customers who have placed orders with a required date in 1998.,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)
WHERE o.requiredDate STARTS WITH '1998'
RETURN c.companyName AS customerName, c.contactName AS contactName, c.customerID AS customerID",Complex Aggregation Queries,northwind,"This Cypher query retrieves all customers who have placed orders with a required date in 1998. Here's how it works:
1. The `MATCH` clause finds all `Customer` nodes that have a `PURCHASED` relationship with `Order` nodes.
2. The `WHERE` clause filters these orders to include only those where the `requiredDate` property starts with '1998', indicating the year 1998.
3. The `RETURN` clause specifies that we want to return the `companyName`, `contactName`, and `customerID` properties of the matching `Customer` nodes.",False,False,True,False
What are the top 5 products by quantity per unit in the 'Produce' category?,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Produce'})
RETURN p.productName, p.quantityPerUnit
ORDER BY p.quantityPerUnit DESC
LIMIT 5",Complex Aggregation Queries,northwind,"This Cypher query retrieves the top 5 products by quantity per unit in the 'Produce' category. Here's how it works:
1. The `MATCH` clause finds all `Product` nodes that are related to the `Category` node with the `categoryName` 'Produce'.
2. The `RETURN` clause specifies that we want to return the `productName` and `quantityPerUnit` properties of these `Product` nodes.
3. The `ORDER BY` clause sorts the results by the `quantityPerUnit` property in descending order.
4. The `LIMIT` clause restricts the results to the top 5 products.",False,False,True,False
Show the first 3 discontinued products from the 'Confections' category.,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Confections'})
WHERE p.discontinued = true
RETURN p.productName, p.productID, p.unitPrice
LIMIT 3",Complex Aggregation Queries,northwind,"This Cypher query retrieves the first 3 discontinued products from the 'Confections' category. Here's how it works:
1. The `MATCH` clause finds all `Product` nodes that are connected to a `Category` node with the `categoryName` 'Confections' via the `PART_OF` relationship.
2. The `WHERE` clause filters these products to include only those that are discontinued (`p.discontinued = true`).
3. The `RETURN` clause specifies that we want to return the `productName`, `productID`, and `unitPrice` of these products.
4. The `LIMIT 3` clause restricts the result to the first 3 products.",False,False,False,False
Which 3 products have been ordered the most frequently?,"MATCH (:Order)-[o:ORDERS]->(p:Product)
RETURN p.productName, COUNT(o) AS orderCount
ORDER BY orderCount DESC
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the three products that have been ordered the most frequently. Here's how it works:

1. `MATCH (:Order)-[o:ORDERS]->(p:Product)`: This part of the query matches all `Order` nodes that have an `ORDERS` relationship to `Product` nodes. The relationship is aliased as `o` and the product node as `p`.

2. `RETURN p.productName, COUNT(o) AS orderCount`: This part returns the product name and the count of `ORDERS` relationships for each product. The `COUNT(o)` function counts the number of times each product has been ordered.

3. `ORDER BY orderCount DESC`: This sorts the results in descending order based on the count of orders, so the most frequently ordered products come first.

4. `LIMIT 3`: This limits the results to the top three products.

By following these steps, the query identifies and returns the names of the three most frequently ordered products.",False,False,True,False
Which categories have products supplied by more than three different suppliers?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)-[:PART_OF]->(c:Category)
WITH c.categoryName AS category, COUNT(DISTINCT s.supplierID) AS supplierCount
WHERE supplierCount > 3
RETURN category",Complex Aggregation Queries,northwind,"This Cypher query retrieves the categories that have products supplied by more than three different suppliers. Here's how it works:

1. The `MATCH` clause finds the pattern where a `Supplier` node is connected to a `Product` node via the `SUPPLIES` relationship, and the `Product` node is connected to a `Category` node via the `PART_OF` relationship.
2. The `WITH` clause groups the results by the category name and counts the distinct supplier IDs for each category.
3. The `WHERE` clause filters the results to include only those categories where the count of distinct suppliers is greater than three.
4. The `RETURN` clause outputs the category names that meet the criteria.",False,False,True,False
Show the first 3 orders for the product 'Chai'.,"MATCH (p:Product {productName: 'Chai'})<-[:ORDERS]-(o:Order)
RETURN o.orderID, o.orderDate, o.shipName, o.shipCity, o.shipCountry
ORDER BY o.orderDate
LIMIT 3",Complex Aggregation Queries,northwind,"This Cypher query retrieves the first 3 orders for the product named 'Chai'. Here's how it works:
1. The `MATCH` clause finds the `Product` node with the `productName` property set to 'Chai' and matches it to `Order` nodes that have an `ORDERS` relationship with this product.
2. The `RETURN` clause specifies the properties of the `Order` nodes to be returned: `orderID`, `orderDate`, `shipName`, `shipCity`, and `shipCountry`.
3. The `ORDER BY` clause sorts the orders by the `orderDate` in ascending order.
4. The `LIMIT` clause restricts the result to the first 3 orders.",False,False,True,False
Identify 5 products that are part of the 'Beverages' category.,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Beverages'})
RETURN p.productName, p.productID, p.unitPrice, p.unitsInStock, p.unitsOnOrder
LIMIT 5",Verbose query,northwind,"This Cypher query starts by matching `Product` nodes that have a relationship `[:PART_OF]` with `Category` nodes where the `categoryName` is 'Beverages'. It then returns the `productName`, `productID`, `unitPrice`, `unitsInStock`, and `unitsOnOrder` properties of these `Product` nodes, limiting the results to 5 products.",False,False,True,False
Which suppliers supply products with a unitsInStock value above 80?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)
WHERE p.unitsInStock > 80
RETURN s.companyName",Complex Aggregation Queries,northwind,"This Cypher query retrieves the names of suppliers that supply products with a `unitsInStock` value greater than 80. The query starts by matching `Supplier` nodes that have a `SUPPLIES` relationship to `Product` nodes. It then filters these products to only include those with a `unitsInStock` value above 80. Finally, it returns the `companyName` of the suppliers that meet this criterion.",False,False,True,False
Find the top 5 orders with the highest freight charges.,"MATCH (o:Order)
RETURN o.orderID, o.freight
ORDER BY toFloat(o.freight) DESC
LIMIT 5",Verbose query,northwind,"This Cypher query retrieves the top 5 orders with the highest freight charges. Here's how it works:
1. `MATCH (o:Order)`: This part of the query matches all nodes with the label `Order`.
2. `RETURN o.orderID, o.freight`: This part returns the `orderID` and `freight` properties of the matched `Order` nodes.
3. `ORDER BY toFloat(o.freight) DESC`: This part orders the results by the `freight` property in descending order. The `toFloat` function is used to ensure that the `freight` values are treated as floating-point numbers for accurate sorting.
4. `LIMIT 5`: This part limits the results to the top 5 orders.",False,False,True,False
Which 3 suppliers provide products in the 'Dairy Products' category?,"MATCH (c:Category {categoryName: 'Dairy Products'})<-[:PART_OF]-(p:Product)<-[:SUPPLIES]-(s:Supplier)
RETURN s.companyName
LIMIT 3",Verbose query,northwind,"This Cypher query retrieves the names of three suppliers that provide products in the 'Dairy Products' category. Here's how it works:
1. The `MATCH` clause finds the `Category` node with the `categoryName` property set to 'Dairy Products'.
2. It then traverses the `PART_OF` relationship to find all `Product` nodes that belong to this category.
3. From these `Product` nodes, it traverses the `SUPPLIES` relationship to find the corresponding `Supplier` nodes.
4. The `RETURN` clause specifies that we want to retrieve the `companyName` property of these `Supplier` nodes.
5. The `LIMIT 3` clause ensures that only three supplier names are returned.",False,False,True,False
